epoch,raw_data_sleepMat,PulseOximeter_results
1473817458968,10085,114
1473817458988,10084,114
1473817459008,10118,114
1473817459028,10146,114
1473817459048,10164,114
1473817459068,10172,114
1473817459088,10145,114
1473817459108,10128,114
1473817459128,10094,114
1473817459148,10079,114
1473817459168,10102,114
1473817459188,10182,114
1473817459208,10168,114
1473817459228,10139,114
1473817459248,10096,114
1473817459268,10041,114
1473817459288,9992,114
1473817459308,9970,114
1473817459328,9934,114
1473817459348,9901,114
1473817459368,9886,114
1473817459388,9857,114
1473817459408,9844,114
1473817459428,9836,114
1473817459448,9828,114
1473817459468,9842,114
1473817459488,9828,114
1473817459508,9808,114
1473817459528,9794,114
1473817459548,9800,114
1473817459568,9827,114
1473817459588,9856,114
1473817459608,9869,114
1473817459628,9878,114
1473817459648,9856,114
1473817459668,9833,114
1473817459688,9818,114
1473817459708,9827,114
1473817459728,9860,114
1473817459748,9875,114
1473817459768,9874,114
1473817459788,9885,114
1473817459808,9867,114
1473817459828,9813,114
1473817459848,9760,114
1473817459868,9711,114
1473817459888,9698,114
1473817459908,9700,114
1473817459928,9679,114
1473817459948,9680,114
1473817459968,9710,114
1473817459988,9739,114
1473817460008,9744,112
1473817460028,9748,112
1473817460048,9738,112
1473817460068,9758,112
1473817460088,9801,112
1473817460108,9842,112
1473817460128,9889,112
1473817460148,9910,112
1473817460168,9933,112
1473817460188,9942,112
1473817460208,9938,112
1473817460228,9950,112
1473817460248,9983,112
1473817460268,10027,112
1473817460288,10104,112
1473817460308,10106,112
1473817460328,10082,112
1473817460348,10046,112
1473817460368,10018,112
1473817460388,10017,112
1473817460408,10008,112
1473817460428,9984,112
1473817460448,9988,112
1473817460468,9984,112
1473817460488,10000,112
1473817460508,10024,112
1473817460528,10052,112
1473817460548,10088,112
1473817460568,10103,112
1473817460588,10125,112
1473817460608,10143,112
1473817460628,10176,112
1473817460648,10222,112
1473817460668,10260,112
1473817460688,10300,112
1473817460708,10324,112
1473817460728,10336,112
1473817460748,10348,112
1473817460768,10340,112
1473817460788,10367,112
1473817460808,10407,112
1473817460828,10464,112
1473817460848,10497,112
1473817460868,10470,112
1473817460888,10438,112
1473817460908,10423,112
1473817460928,10397,112
1473817460948,10386,112
1473817460968,10362,112
1473817460988,10368,112
1473817461008,10380,110
1473817461028,10404,110
1473817461048,10430,110
1473817461068,10454,110
1473817461088,10478,110
1473817461108,10495,110
1473817461128,10513,110
1473817461148,10531,110
1473817461168,10547,110
1473817461188,10583,110
1473817461208,10636,110
1473817461228,10691,110
1473817461248,10728,110
1473817461268,10726,110
1473817461288,10700,110
1473817461308,10704,110
1473817461328,10711,110
1473817461348,10743,110
1473817461368,10798,110
1473817461388,10839,110
1473817461408,10832,110
1473817461428,10792,110
1473817461448,10746,110
1473817461468,10704,110
1473817461488,10680,110
1473817461508,10661,110
1473817461528,10638,110
1473817461548,10625,110
1473817461568,10623,110
1473817461588,10598,110
1473817461608,10592,110
1473817461628,10588,110
1473817461648,10578,110
1473817461668,10563,110
1473817461688,10531,110
1473817461708,10498,110
1473817461728,10506,110
1473817461748,10514,110
1473817461768,10530,110
1473817461788,10531,110
1473817461808,10524,110
1473817461828,10516,110
1473817461848,10491,110
1473817461868,10463,110
1473817461888,10450,110
1473817461908,10453,110
1473817461928,10494,110
1473817461948,10485,110
1473817461968,10466,110
1473817461988,10426,110
1473817462008,10366,110
1473817462028,10326,110
1473817462048,10289,110
1473817462068,10252,110
1473817462088,10229,110
1473817462108,10204,110
1473817462128,10191,110
1473817462148,10178,110
1473817462168,10182,110
1473817462188,10182,110
1473817462208,10159,110
1473817462228,10150,110
1473817462248,10118,110
1473817462268,10091,110
1473817462288,10096,110
1473817462308,10112,110
1473817462328,10136,110
1473817462348,10149,110
1473817462368,10149,110
1473817462388,10132,110
1473817462408,10104,110
1473817462428,10093,110
1473817462448,10110,110
1473817462468,10135,110
1473817462488,10155,110
1473817462508,10131,110
1473817462528,10123,110
1473817462548,10092,110
1473817462568,10022,110
1473817462588,9987,110
1473817462608,9952,110
1473817462628,9915,110
1473817462648,9899,110
1473817462668,9891,110
1473817462688,9871,110
1473817462708,9865,110
1473817462728,9874,110
1473817462748,9884,110
1473817462768,9882,110
1473817462788,9856,110
1473817462808,9836,110
1473817462828,9824,110
1473817462848,9829,110
1473817462868,9889,110
1473817462888,9917,110
1473817462908,9906,110
1473817462928,9906,110
1473817462948,9905,110
1473817462968,9872,110
1473817462988,9840,110
1473817463008,9849,109
1473817463028,9900,109
1473817463048,9930,109
1473817463068,9922,109
1473817463088,9930,109
1473817463108,9915,109
1473817463128,9860,109
1473817463148,9813,109
1473817463168,9775,109
1473817463188,9740,109
1473817463208,9721,109
1473817463228,9700,109
1473817463248,9689,109
1473817463268,9702,109
1473817463288,9717,109
1473817463308,9717,109
1473817463328,9707,109
1473817463348,9706,109
1473817463368,9703,109
1473817463388,9706,109
1473817463408,9747,109
1473817463428,9768,109
1473817463448,9786,109
1473817463468,9800,109
1473817463488,9802,109
1473817463508,9789,109
1473817463528,9764,109
1473817463548,9748,109
1473817463568,9768,109
1473817463588,9774,109
1473817463608,9792,109
1473817463628,9837,109
1473817463648,9834,109
1473817463668,9831,109
1473817463688,9796,109
1473817463708,9753,109
1473817463728,9706,109
1473817463748,9672,109
1473817463768,9656,109
1473817463788,9642,109
1473817463808,9623,109
1473817463828,9608,109
1473817463848,9592,109
1473817463868,9591,109
1473817463888,9654,109
1473817463908,9641,109
1473817463928,9632,109
1473817463948,9629,109
1473817463968,9668,109
1473817463988,9700,109
1473817464008,9724,109
1473817464028,9715,109
1473817464048,9728,109
1473817464068,9750,109
1473817464088,9750,109
1473817464108,9756,109
1473817464128,9761,109
1473817464148,9756,109
1473817464168,9787,109
1473817464188,9867,109
1473817464208,9854,109
1473817464228,9841,109
1473817464248,9794,109
1473817464268,9734,109
1473817464288,9769,109
1473817464308,9746,109
1473817464328,9734,109
1473817464348,9738,109
1473817464368,9742,109
1473817464388,9764,109
1473817464408,9774,109
1473817464428,9799,109
1473817464448,9812,109
1473817464468,9821,109
1473817464488,9840,109
1473817464508,9856,109
1473817464528,9897,109
1473817464548,9937,109
1473817464568,9967,109
1473817464588,9998,109
1473817464608,10009,109
1473817464628,10036,109
1473817464648,10076,109
1473817464668,10055,109
1473817464688,10085,109
1473817464708,10113,109
1473817464728,10142,109
1473817464748,10201,109
1473817464768,10220,109
1473817464788,10207,109
1473817464808,10174,109
1473817464828,10147,109
1473817464848,10127,109
1473817464868,10103,109
1473817464888,10101,109
1473817464908,10097,109
1473817464928,10100,109
1473817464948,10113,109
1473817464968,10130,109
1473817464988,10158,109
1473817465008,10188,109
1473817465028,10210,109
1473817465048,10233,109
1473817465068,10253,109
1473817465088,10295,109
1473817465108,10350,109
1473817465128,10380,109
1473817465148,10427,109
1473817465168,10461,109
1473817465188,10495,109
1473817465208,10543,109
1473817465228,10568,109
1473817465248,10583,109
1473817465268,10607,109
1473817465288,10624,109
1473817465308,10681,109
1473817465328,10724,109
1473817465348,10715,109
1473817465368,10686,109
1473817465388,10665,109
1473817465408,10644,109
1473817465428,10613,109
1473817465448,10582,109
1473817465468,10572,109
1473817465488,10564,109
1473817465508,10575,109
1473817465528,10581,109
1473817465548,10568,109
1473817465568,10565,109
1473817465588,10558,109
1473817465608,10563,109
1473817465628,10556,109
1473817465648,10551,109
1473817465668,10554,109
1473817465688,10562,109
1473817465708,10578,109
1473817465728,10586,109
1473817465748,10585,109
1473817465768,10593,109
1473817465788,10559,109
1473817465808,10520,109
1473817465828,10494,109
1473817465848,10485,109
1473817465868,10509,109
1473817465888,10530,109
1473817465908,10526,109
1473817465928,10499,109
1473817465948,10448,109
1473817465968,10372,109
1473817465988,10308,109
1473817466008,10270,108
1473817466028,10236,108
1473817466048,10215,108
1473817466068,10173,108
1473817466088,10131,108
1473817466108,10160,108
1473817466128,10156,108
1473817466148,10160,108
1473817466168,10153,108
1473817466188,10122,108
1473817466208,10094,108
1473817466228,10088,108
1473817466248,10100,108
1473817466268,10112,108
1473817466288,10128,108
1473817466308,10126,108
1473817466328,10135,108
1473817466348,10130,108
1473817466368,10092,108
1473817466388,10051,108
1473817466408,10052,108
1473817466428,10089,108
1473817466448,10121,108
1473817466468,10123,108
1473817466488,10102,108
1473817466508,10052,108
1473817466528,10015,108
1473817466548,9967,108
1473817466568,9933,108
1473817466588,9899,108
1473817466608,9878,108
1473817466628,9864,108
1473817466648,9848,108
1473817466668,9840,108
1473817466688,9843,108
1473817466708,9840,108
1473817466728,9847,108
1473817466748,9838,108
1473817466768,9821,108
1473817466788,9812,108
1473817466808,9819,108
1473817466828,9840,108
1473817466848,9864,108
1473817466868,9870,108
1473817466888,9883,108
1473817466908,9877,108
1473817466928,9861,108
1473817466948,9837,108
1473817466968,9833,108
1473817466988,9839,108
1473817467008,9871,107
1473817467028,9883,107
1473817467048,9899,107
1473817467068,9886,107
1473817467088,9857,107
1473817467108,9808,107
1473817467128,9761,107
1473817467148,9743,107
1473817467168,9715,107
1473817467188,9694,107
1473817467208,9682,107
1473817467228,9656,107
1473817467248,9668,107
1473817467268,9670,107
1473817467288,9682,107
1473817467308,9668,107
1473817467328,9653,107
1473817467348,9652,107
1473817467368,9658,107
1473817467388,9681,107
1473817467408,9705,107
1473817467428,9724,107
1473817467448,9736,107
1473817467468,9746,107
1473817467488,9721,107
1473817467508,9688,107
1473817467528,9671,107
1473817467548,9693,107
1473817467568,9733,107
1473817467588,9768,107
1473817467608,9778,107
1473817467628,9757,107
1473817467648,9732,107
1473817467668,9701,107
1473817467688,9670,107
1473817467708,9650,107
1473817467728,9639,107
1473817467748,9631,107
1473817467768,9638,107
1473817467788,9628,107
1473817467808,9643,107
1473817467828,9657,107
1473817467848,9676,107
1473817467868,9686,107
1473817467888,9681,107
1473817467908,9684,107
1473817467928,9721,107
1473817467948,9761,107
1473817467968,9809,107
1473817467988,9830,107
1473817468008,9854,105
1473817468028,9863,105
1473817468048,9876,105
1473817468068,9882,105
1473817468088,9867,105
1473817468108,9917,105
1473817468128,9986,105
1473817468148,10017,105
1473817468168,10040,105
1473817468188,10017,105
1473817468208,10006,105
1473817468228,9981,105
1473817468248,9952,105
1473817468268,9928,105
1473817468288,9903,105
1473817468308,9884,105
1473817468328,9857,105
1473817468348,9882,105
1473817468368,9921,105
1473817468388,9938,105
1473817468408,9969,105
1473817468428,9976,105
1473817468448,9973,105
1473817468468,9968,105
1473817468488,10031,105
1473817468508,10113,105
1473817468528,10153,105
1473817468548,10182,105
1473817468568,10211,105
1473817468588,10241,105
1473817468608,10254,105
1473817468628,10254,105
1473817468648,10265,105
1473817468668,10307,105
1473817468688,10374,105
1473817468708,10441,105
1473817468728,10440,105
1473817468748,10409,105
1473817468768,10392,105
1473817468788,10381,105
1473817468808,10366,105
1473817468828,10352,105
1473817468848,10351,105
1473817468868,10355,105
1473817468888,10385,105
1473817468908,10406,105
1473817468928,10430,105
1473817468948,10448,105
1473817468968,10452,105
1473817468988,10464,105
1473817469008,10477,103
1473817469028,10501,103
1473817469048,10536,103
1473817469068,10568,103
1473817469088,10617,103
1473817469108,10648,103
1473817469128,10685,103
1473817469148,10702,103
1473817469168,10680,103
1473817469188,10657,103
1473817469208,10651,103
1473817469228,10672,103
1473817469248,10723,103
1473817469268,10738,103
1473817469288,10712,103
1473817469308,10676,103
1473817469328,10610,103
1473817469348,10564,103
1473817469368,10513,103
1473817469388,10481,103
1473817469408,10458,103
1473817469428,10434,103
1473817469448,10410,103
1473817469468,10385,103
1473817469488,10380,103
1473817469508,10397,103
1473817469528,10404,103
1473817469548,10387,103
1473817469568,10350,103
1473817469588,10310,103
1473817469608,10303,103
1473817469628,10308,103
1473817469648,10329,103
1473817469668,10333,103
1473817469688,10308,103
1473817469708,10295,103
1473817469728,10252,103
1473817469748,10210,103
1473817469768,10212,103
1473817469788,10220,103
1473817469808,10252,103
1473817469828,10236,103
1473817469848,10214,103
1473817469868,10169,103
1473817469888,10096,103
1473817469908,10050,103
1473817469928,10024,103
1473817469948,9986,103
1473817469968,9950,103
1473817469988,9909,103
1473817470008,9890,103
1473817470028,9864,103
1473817470048,9856,103
1473817470068,9860,103
1473817470088,9856,103
1473817470108,9832,103
1473817470128,9806,103
1473817470148,9774,103
1473817470168,9800,103
1473817470188,9818,103
1473817470208,9846,103
1473817470228,9852,103
1473817470248,9839,103
1473817470268,9817,103
1473817470288,9777,103
1473817470308,9766,103
1473817470328,9788,103
1473817470348,9826,103
1473817470368,9840,103
1473817470388,9823,103
1473817470408,9817,103
1473817470428,9786,103
1473817470448,9730,103
1473817470468,9693,103
1473817470488,9665,103
1473817470508,9636,103
1473817470528,9628,103
1473817470548,9605,103
1473817470568,9591,103
1473817470588,9587,103
1473817470608,9593,103
1473817470628,9609,103
1473817470648,9610,103
1473817470668,9593,103
1473817470688,9584,103
1473817470708,9575,103
1473817470728,9602,103
1473817470748,9631,103
1473817470768,9644,103
1473817470788,9656,103
1473817470808,9646,103
1473817470828,9643,103
1473817470848,9610,103
1473817470868,9600,103
1473817470888,9611,103
1473817470908,9643,103
1473817470928,9656,103
1473817470948,9641,103
1473817470968,9624,103
1473817470988,9597,103
1473817471008,9558,103
1473817471028,9530,103
1473817471048,9510,103
1473817471068,9474,103
1473817471088,9458,103
1473817471108,9421,103
1473817471128,9413,103
1473817471148,9421,103
1473817471168,9433,103
1473817471188,9443,103
1473817471208,9437,103
1473817471228,9417,103
1473817471248,9418,103
1473817471268,9418,103
1473817471288,9440,103
1473817471308,9443,103
1473817471328,9448,103
1473817471348,9449,103
1473817471368,9437,103
1473817471388,9428,103
1473817471408,9359,103
1473817471428,9308,103
1473817471448,9329,103
1473817471468,9401,103
1473817471488,9413,103
1473817471508,9417,103
1473817471528,9393,103
1473817471548,9362,103
1473817471568,9327,103
1473817471588,9325,103
1473817471608,9339,103
1473817471628,9332,103
1473817471648,9330,103
1473817471668,9341,103
1473817471688,9365,103
1473817471708,9395,103
1473817471728,9419,103
1473817471748,9445,103
1473817471768,9452,103
1473817471788,9460,103
1473817471808,9471,103
1473817471828,9495,103
1473817471848,9551,103
1473817471868,9594,103
1473817471888,9617,103
1473817471908,9640,103
1473817471928,9660,103
1473817471948,9670,103
1473817471968,9678,103
1473817471988,9690,103
1473817472008,9738,104
1473817472028,9771,104
1473817472048,9825,104
1473817472068,9840,104
1473817472088,9811,104
1473817472108,9775,104
1473817472128,9748,104
1473817472148,9739,104
1473817472168,9726,104
1473817472188,9708,104
1473817472208,9707,104
1473817472228,9712,104
1473817472248,9724,104
1473817472268,9760,104
1473817472288,9781,104
1473817472308,9799,104
1473817472328,9824,104
1473817472348,9841,104
1473817472368,9866,104
1473817472388,9895,104
1473817472408,9911,104
1473817472428,9986,104
1473817472448,10024,104
1473817472468,10076,104
1473817472488,10108,104
1473817472508,10128,104
1473817472528,10136,104
1473817472548,10132,104
1473817472568,10172,104
1473817472588,10216,104
1473817472608,10291,104
1473817472628,10307,104
1473817472648,10279,104
1473817472668,10248,104
1473817472688,10236,104
1473817472708,10224,104
1473817472728,10220,104
1473817472748,10222,104
1473817472768,10246,104
1473817472788,10260,104
1473817472808,10272,104
1473817472828,10293,104
1473817472848,10318,104
1473817472868,10373,104
1473817472888,10418,104
1473817472908,10445,104
1473817472928,10440,104
1473817472948,10449,104
1473817472968,10480,104
1473817472988,10537,104
1473817473008,10580,105
1473817473028,10597,105
1473817473048,10606,105
1473817473068,10594,105
1473817473088,10576,105
1473817473108,10557,105
1473817473128,10576,105
1473817473148,10621,105
1473817473168,10675,105
1473817473188,10692,105
1473817473208,10651,105
1473817473228,10604,105
1473817473248,10566,105
1473817473268,10548,105
1473817473288,10527,105
1473817473308,10493,105
1473817473328,10458,105
1473817473348,10431,105
1473817473368,10416,105
1473817473388,10422,105
1473817473408,10422,105
1473817473428,10423,105
1473817473448,10421,105
1473817473468,10408,105
1473817473488,10394,105
1473817473508,10380,105
1473817473528,10381,105
1473817473548,10395,105
1473817473568,10399,105
1473817473588,10409,105
1473817473608,10405,105
1473817473628,10398,105
1473817473648,10368,105
1473817473668,10334,105
1473817473688,10328,105
1473817473708,10344,105
1473817473728,10367,105
1473817473748,10381,105
1473817473768,10356,105
1473817473788,10318,105
1473817473808,10280,105
1473817473828,10222,105
1473817473848,10186,105
1473817473868,10153,105
1473817473888,10120,105
1473817473908,10101,105
1473817473928,10072,105
1473817473948,10036,105
1473817473968,10036,105
1473817473988,10036,105
1473817474008,10048,105
1473817474028,10040,105
1473817474048,10021,105
1473817474068,10011,105
1473817474088,10002,105
1473817474108,10016,105
1473817474128,10018,105
1473817474148,10042,105
1473817474168,10046,105
1473817474188,10030,105
1473817474208,10020,105
1473817474228,9993,105
1473817474248,9975,105
1473817474268,9976,105
1473817474288,9986,105
1473817474308,10028,105
1473817474328,10036,105
1473817474348,10021,105
1473817474368,9989,105
1473817474388,9925,105
1473817474408,9879,105
1473817474428,9854,105
1473817474448,9825,105
1473817474468,9795,105
1473817474488,9766,105
1473817474508,9743,105
1473817474528,9735,105
1473817474548,9747,105
1473817474568,9754,105
1473817474588,9747,105
1473817474608,9740,105
1473817474628,9729,105
1473817474648,9720,105
1473817474668,9732,105
1473817474688,9755,105
1473817474708,9763,105
1473817474728,9776,105
1473817474748,9774,105
1473817474768,9772,105
1473817474788,9767,105
1473817474808,9741,105
1473817474828,9721,105
1473817474848,9721,105
1473817474868,9736,105
1473817474888,9762,105
1473817474908,9780,105
1473817474928,9782,105
1473817474948,9772,105
1473817474968,9727,105
1473817474988,9676,105
1473817475008,9637,105
1473817475028,9619,105
1473817475048,9606,105
1473817475068,9588,105
1473817475088,9574,105
1473817475108,9552,105
1473817475128,9559,105
1473817475148,9571,105
1473817475168,9576,105
1473817475188,9588,105
1473817475208,9568,105
1473817475228,9560,105
1473817475248,9569,105
1473817475268,9592,105
1473817475288,9610,105
1473817475308,9626,105
1473817475328,9640,105
1473817475348,9656,105
1473817475368,9643,105
1473817475388,9629,105
1473817475408,9600,105
1473817475428,9593,105
1473817475448,9618,105
1473817475468,9647,105
1473817475488,9691,105
1473817475508,9696,105
1473817475528,9681,105
1473817475548,9646,105
1473817475568,9615,105
1473817475588,9584,105
1473817475608,9567,105
1473817475628,9551,105
1473817475648,9548,105
1473817475668,9541,105
1473817475688,9539,105
1473817475708,9558,105
1473817475728,9575,105
1473817475748,9596,105
1473817475768,9603,105
1473817475788,9594,105
1473817475808,9605,105
1473817475828,9612,105
1473817475848,9660,105
1473817475868,9685,105
1473817475888,9690,105
1473817475908,9701,105
1473817475928,9713,105
1473817475948,9748,105
1473817475968,9757,105
1473817475988,9747,105
1473817476008,9751,105
1473817476028,9776,105
1473817476048,9827,105
1473817476068,9893,105
1473817476088,9918,105
1473817476108,9896,105
1473817476128,9862,105
1473817476148,9838,105
1473817476168,9834,105
1473817476188,9816,105
1473817476208,9817,105
1473817476228,9809,105
1473817476248,9817,105
1473817476268,9836,105
1473817476288,9849,105
1473817476308,9870,105
1473817476328,9883,105
1473817476348,9901,105
1473817476368,9926,105
1473817476388,9940,105
1473817476408,9982,105
1473817476428,10027,105
1473817476448,10082,105
1473817476468,10131,105
1473817476488,10157,105
1473817476508,10187,105
1473817476528,10205,105
1473817476548,10214,105
1473817476568,10219,105
1473817476588,10225,105
1473817476608,10265,105
1473817476628,10340,105
1473817476648,10388,105
1473817476668,10381,105
1473817476688,10361,105
1473817476708,10344,105
1473817476728,10312,105
1473817476748,10283,105
1473817476768,10276,105
1473817476788,10281,105
1473817476808,10330,105
1473817476828,10338,105
1473817476848,10339,105
1473817476868,10356,105
1473817476888,10348,105
1473817476908,10358,105
1473817476928,10378,105
1473817476948,10376,105
1473817476968,10399,105
1473817476988,10443,105
1473817477008,10478,105
1473817477028,10499,105
1473817477048,10512,105
1473817477068,10530,105
1473817477088,10553,105
1473817477108,10549,105
1473817477128,10518,105
1473817477148,10503,105
1473817477168,10498,105
1473817477188,10527,105
1473817477208,10569,105
1473817477228,10578,105
1473817477248,10529,105
1473817477268,10475,105
1473817477288,10436,105
1473817477308,10402,105
1473817477328,10368,105
1473817477348,10329,105
1473817477368,10304,105
1473817477388,10288,105
1473817477408,10276,105
1473817477428,10265,105
1473817477448,10261,105
1473817477468,10257,105
1473817477488,10256,105
1473817477508,10232,105
1473817477528,10164,105
1473817477548,10128,105
1473817477568,10167,105
1473817477588,10181,105
1473817477608,10197,105
1473817477628,10179,105
1473817477648,10160,105
1473817477668,10198,105
1473817477688,10171,105
1473817477708,10141,105
1473817477728,10137,105
1473817477748,10138,105
1473817477768,10162,105
1473817477788,10184,105
1473817477808,10184,105
1473817477828,10154,105
1473817477848,10099,105
1473817477868,10028,105
1473817477888,10005,105
1473817477908,9966,105
1473817477928,9970,105
1473817477948,9934,105
1473817477968,9939,105
1473817477988,9926,105
1473817478008,9957,105
1473817478028,9952,105
1473817478048,9917,105
1473817478068,9908,105
1473817478088,9885,105
1473817478108,9909,105
1473817478128,9904,105
1473817478148,9932,105
1473817478168,9958,105
1473817478188,9972,105
1473817478208,9984,105
1473817478228,9977,105
1473817478248,9970,105
1473817478268,9949,105
1473817478288,9927,105
1473817478308,9957,105
1473817478328,9973,105
1473817478348,10006,105
1473817478368,9996,105
1473817478388,9978,105
1473817478408,9952,105
1473817478428,9901,105
1473817478448,9858,105
1473817478468,9812,105
1473817478488,9787,105
1473817478508,9809,105
1473817478528,9791,105
1473817478548,9786,105
1473817478568,9779,105
1473817478588,9776,105
1473817478608,9794,105
1473817478628,9800,105
1473817478648,9794,105
1473817478668,9780,105
1473817478688,9778,105
1473817478708,9800,105
1473817478728,9817,105
1473817478748,9832,105
1473817478768,9834,105
1473817478788,9828,105
1473817478808,9817,105
1473817478828,9796,105
1473817478848,9772,105
1473817478868,9784,105
1473817478888,9804,105
1473817478908,9830,105
1473817478928,9835,105
1473817478948,9818,105
1473817478968,9801,105
1473817478988,9759,105
1473817479008,9704,105
1473817479028,9685,105
1473817479048,9664,105
1473817479068,9645,105
1473817479088,9624,105
1473817479108,9594,105
1473817479128,9606,105
1473817479148,9625,105
1473817479168,9632,105
1473817479188,9637,105
1473817479208,9624,105
1473817479228,9632,105
1473817479248,9626,105
1473817479268,9655,105
1473817479288,9698,105
1473817479308,9731,105
1473817479328,9759,105
1473817479348,9760,105
1473817479368,9765,105
1473817479388,9750,105
1473817479408,9730,105
1473817479428,9755,105
1473817479448,9792,105
1473817479468,9841,105
1473817479488,9857,105
1473817479508,9832,105
1473817479528,9804,105
1473817479548,9780,105
1473817479568,9763,105
1473817479588,9758,105
1473817479608,9744,105
1473817479628,9732,105
1473817479648,9752,105
1473817479668,9763,105
1473817479688,9793,105
1473817479708,9800,105
1473817479728,9808,105
1473817479748,9834,105
1473817479768,9842,105
1473817479788,9862,105
1473817479808,9880,105
1473817479828,9921,105
1473817479848,9969,105
1473817479868,10000,105
1473817479888,10012,105
1473817479908,10030,105
1473817479928,10056,105
1473817479948,10081,105
1473817479968,10085,105
1473817479988,10112,105
1473817480008,10158,104
1473817480028,10210,104
1473817480048,10233,104
1473817480068,10205,104
1473817480088,10163,104
1473817480108,10144,104
1473817480128,10125,104
1473817480148,10124,104
1473817480168,10108,104
1473817480188,10110,104
1473817480208,10124,104
1473817480228,10142,104
1473817480248,10176,104
1473817480268,10193,104
1473817480288,10227,104
1473817480308,10250,104
1473817480328,10267,104
1473817480348,10309,104
1473817480368,10363,104
1473817480388,10404,104
1473817480408,10449,104
1473817480428,10496,104
1473817480448,10536,104
1473817480468,10570,104
1473817480488,10579,104
1473817480508,10589,104
1473817480528,10593,104
1473817480548,10612,104
1473817480568,10684,104
1473817480588,10725,104
1473817480608,10701,104
1473817480628,10649,104
1473817480648,10615,104
1473817480668,10601,104
1473817480688,10568,104
1473817480708,10573,104
1473817480728,10563,104
1473817480748,10562,104
1473817480768,10585,104
1473817480788,10587,104
1473817480808,10599,104
1473817480828,10620,104
1473817480848,10626,104
1473817480868,10635,104
1473817480888,10647,104
1473817480908,10648,104
1473817480928,10650,104
1473817480948,10668,104
1473817480968,10691,104
1473817480988,10700,104
1473817481008,10684,103
1473817481028,10671,103
1473817481048,10654,103
1473817481068,10595,103
1473817481088,10580,103
1473817481108,10603,103
1473817481128,10613,103
1473817481148,10615,103
1473817481168,10582,103
1473817481188,10540,103
1473817481208,10478,103
1473817481228,10432,103
1473817481248,10393,103
1473817481268,10352,103
1473817481288,10346,103
1473817481308,10318,103
1473817481328,10294,103
1473817481348,10260,103
1473817481368,10245,103
1473817481388,10248,103
1473817481408,10207,103
1473817481428,10233,103
1473817481448,10206,103
1473817481468,10168,103
1473817481488,10173,103
1473817481508,10178,103
1473817481528,10208,103
1473817481548,10206,103
1473817481568,10195,103
1473817481588,10184,103
1473817481608,10144,103
1473817481628,10118,103
1473817481648,10107,103
1473817481668,10125,103
1473817481688,10170,103
1473817481708,10155,103
1473817481728,10146,103
1473817481748,10107,103
1473817481768,10027,103
1473817481788,9992,103
1473817481808,9964,103
1473817481828,9940,103
1473817481848,9916,103
1473817481868,9895,103
1473817481888,9880,103
1473817481908,9869,103
1473817481928,9877,103
1473817481948,9884,103
1473817481968,9883,103
1473817481988,9886,103
1473817482008,9860,103
1473817482028,9848,103
1473817482048,9857,103
1473817482068,9870,103
1473817482088,9895,103
1473817482108,9909,103
1473817482128,9912,103
1473817482148,9888,103
1473817482168,9857,103
1473817482188,9837,103
1473817482208,9843,103
1473817482228,9868,103
1473817482248,9902,103
1473817482268,9901,103
1473817482288,9888,103
1473817482308,9862,103
1473817482328,9812,103
1473817482348,9762,103
1473817482368,9721,103
1473817482388,9702,103
1473817482408,9688,103
1473817482428,9667,103
1473817482448,9648,103
1473817482468,9639,103
1473817482488,9641,103
1473817482508,9664,103
1473817482528,9666,103
1473817482548,9662,103
1473817482568,9642,103
1473817482588,9631,103
1473817482608,9644,103
1473817482628,9666,103
1473817482648,9689,103
1473817482668,9714,103
1473817482688,9720,103
1473817482708,9727,103
1473817482728,9707,103
1473817482748,9693,103
1473817482768,9689,103
1473817482788,9706,103
1473817482808,9754,103
1473817482828,9795,103
1473817482848,9802,103
1473817482868,9779,103
1473817482888,9736,103
1473817482908,9707,103
1473817482928,9696,103
1473817482948,9678,103
1473817482968,9661,103
1473817482988,9630,103
1473817483008,9598,102
1473817483028,9606,102
1473817483048,9640,102
1473817483068,9645,102
1473817483088,9664,102
1473817483108,9654,102
1473817483128,9673,102
1473817483148,9681,102
1473817483168,9714,102
1473817483188,9764,102
1473817483208,9801,102
1473817483228,9824,102
1473817483248,9833,102
1473817483268,9853,102
1473817483288,9870,102
1473817483308,9859,102
1473817483328,9866,102
1473817483348,9887,102
1473817483368,9923,102
1473817483388,9972,102
1473817483408,9987,102
1473817483428,9960,102
1473817483448,9937,102
1473817483468,9904,102
1473817483488,9887,102
1473817483508,9821,102
1473817483528,9803,102
1473817483548,9841,102
1473817483568,9837,102
1473817483588,9858,102
1473817483608,9874,102
1473817483628,9899,102
1473817483648,9922,102
1473817483668,9950,102
1473817483688,9972,102
1473817483708,9993,102
1473817483728,10028,102
1473817483748,10092,102
1473817483768,10133,102
1473817483788,10172,102
1473817483808,10196,102
1473817483828,10234,102
1473817483848,10259,102
1473817483868,10271,102
1473817483888,10287,102
1473817483908,10312,102
1473817483928,10346,102
1473817483948,10429,102
1473817483968,10481,102
1473817483988,10471,102
1473817484008,10440,103
1473817484028,10435,103
1473817484048,10442,103
1473817484068,10436,103
1473817484088,10425,103
1473817484108,10432,103
1473817484128,10458,103
1473817484148,10505,103
1473817484168,10523,103
1473817484188,10534,103
1473817484208,10550,103
1473817484228,10560,103
1473817484248,10588,103
1473817484268,10612,103
1473817484288,10632,103
1473817484308,10667,103
1473817484328,10689,103
1473817484348,10701,103
